customer_key,first_purchase,last_purchase
C003926,2014-01-25 18:57:00,2020-12-07 09:22:00
C001788,2014-02-15 23:46:00,2020-12-12 06:03:00
C000894,2014-01-27 18:38:00,2021-01-22 23:10:00
C008512,2014-01-28 01:34:00,2021-01-20 10:21:00
C003129,2014-02-11 23:31:00,2021-01-22 11:35:00
C002413,2014-01-26 20:33:00,2021-01-07 15:43:00
C006525,2014-01-23 10:28:00,2021-01-09 11:44:00
C007798,2014-04-09 20:00:00,2020-12-23 23:35:00
C002612,2014-03-22 20:09:00,2021-01-03 01:14:00
C001504,2014-01-24 18:21:00,2020-12-27 03:31:00
C000227,2014-01-24 15:43:00,2020-11-23 10:26:00
C004571,2014-01-25 01:46:00,2021-01-05 14:07:00
C000132,2014-02-01 01:04:00,2021-01-20 08:34:00
C005522,2014-01-26 22:56:00,2021-01-21 18:28:00
C008898,2014-02-11 05:25:00,2021-01-16 02:02:00
C006564,2014-01-23 02:19:00,2021-01-15 00:47:00
C008415,2014-03-16 07:22:00,2020-12-08 22:50:00
C007815,2014-02-07 22:05:00,2021-01-22 14:15:00
C007916,2014-01-25 20:18:00,2021-01-20 21:07:00
C003970,2014-01-22 18:11:00,2021-01-18 20:45:00
C004419,2014-02-01 01:31:00,2020-12-04 16:22:00
C000139,2014-02-14 08:05:00,2020-12-01 10:07:00
C001582,2014-02-14 07:20:00,2021-01-21 15:09:00
C001878,2014-02-06 10:28:00,2021-01-22 19:57:00
C009048,2014-01-31 22:31:00,2021-01-20 07:25:00
C001769,2014-01-22 13:12:00,2020-12-25 07:37:00
C003724,2014-03-12 15:02:00,2021-01-13 20:51:00
C006813,2014-02-14 12:11:00,2020-12-06 05:15:00
C007462,2014-04-11 19:18:00,2021-01-22 19:57:00
C002502,2014-01-25 00:01:00,2021-01-05 08:12:00
C000508,2014-03-25 14:52:00,2021-01-16 15:13:00
C004127,2014-04-03 06:42:00,2020-11-22 04:15:00
C004180,2014-01-25 08:47:00,2021-01-14 12:20:00
C002781,2014-02-25 12:10:00,2020-12-08 12:31:00
C000782,2014-01-20 18:10:00,2021-01-10 18:14:00
C003696,2014-01-28 00:36:00,2021-01-15 03:32:00
C000055,2014-01-25 11:31:00,2021-01-20 23:00:00
C000731,2014-03-03 21:02:00,2021-01-17 09:01:00
C005520,2014-01-30 19:51:00,2021-01-03 02:29:00
C003391,2014-02-12 20:30:00,2020-12-24 03:34:00
C008167,2014-01-29 13:08:00,2020-12-03 13:47:00
C008231,2014-02-22 19:37:00,2021-01-07 10:53:00
C002636,2014-01-23 07:32:00,2021-01-07 22:05:00
C002234,2014-03-06 09:20:00,2021-01-10 03:38:00
C003380,2014-01-26 15:51:00,2020-11-15 08:07:00
C004351,2014-01-22 20:53:00,2020-11-18 11:11:00
C006198,2014-03-22 13:23:00,2021-01-10 23:26:00
C008468,2014-04-15 09:17:00,2021-01-09 08:42:00
C003476,2014-02-26 04:57:00,2021-01-20 19:50:00
C000090,2014-02-22 13:49:00,2021-01-14 23:31:00
C000911,2014-02-23 11:37:00,2020-12-18 12:58:00
C000665,2014-03-17 19:37:00,2021-01-18 00:43:00
C005857,2014-01-21 02:18:00,2021-01-20 21:07:00
C003631,2014-02-27 09:04:00,2021-01-16 14:40:00
C004512,2014-02-20 03:42:00,2021-01-10 19:35:00
C004682,2014-01-24 15:43:00,2021-01-20 11:22:00
C002864,2014-01-20 20:57:00,2020-12-30 19:39:00
C005460,2014-02-05 18:00:00,2020-12-29 18:48:00
C004171,2014-04-22 04:59:00,2021-01-19 18:02:00
C001896,2014-02-20 22:54:00,2020-11-07 05:51:00
C005548,2014-01-22 02:28:00,2021-01-12 00:33:00
C000708,2014-01-28 06:20:00,2021-01-22 09:59:00
C002721,2014-06-29 16:17:00,2021-01-05 16:06:00
C005477,2014-02-12 22:34:00,2021-01-10 13:36:00
C000287,2014-02-09 14:09:00,2021-01-22 11:35:00
C007567,2014-02-26 03:21:00,2021-01-03 06:54:00
C003049,2014-01-23 23:23:00,2021-01-19 07:49:00
C000597,2014-01-25 06:38:00,2021-01-09 10:51:00
C000060,2014-02-07 03:48:00,2020-12-30 18:53:00
C000674,2014-02-18 19:56:00,2021-01-09 15:33:00
C001132,2014-02-06 23:02:00,2020-12-27 22:42:00
C004586,2014-01-25 12:15:00,2021-01-06 20:10:00
C003780,2014-02-14 06:03:00,2021-01-22 14:15:00
C003641,2014-03-22 00:34:00,2020-12-31 19:45:00
C009126,2014-02-04 10:06:00,2020-12-19 18:23:00
C001420,2014-02-13 01:06:00,2020-12-25 18:09:00
C007423,2014-02-01 06:50:00,2021-01-01 04:34:00
C005758,2014-03-16 09:27:00,2021-01-04 22:47:00
C003467,2014-03-06 10:42:00,2020-12-31 22:31:00
C006217,2014-02-20 05:20:00,2020-12-13 21:44:00
C004884,2014-01-23 13:19:00,2020-12-12 21:54:00
C003704,2014-02-27 20:23:00,2021-01-01 02:44:00
C000231,2014-01-29 16:42:00,2021-01-08 12:17:00
C005728,2014-02-16 09:14:00,2021-01-16 09:20:00
C008979,2014-01-30 04:12:00,2021-01-20 19:49:00
C007717,2014-01-29 16:42:00,2021-01-16 01:56:00
C008780,2014-03-12 22:50:00,2021-01-04 10:57:00
C004842,2014-01-20 15:25:00,2021-01-14 23:06:00
C008730,2014-02-26 05:33:00,2021-01-07 02:45:00
C007298,2014-01-25 05:35:00,2020-12-26 10:05:00
C001073,2014-02-01 22:15:00,2021-01-19 09:58:00
C000606,2014-01-29 19:08:00,2020-12-30 18:45:00
C002562,2014-02-24 10:21:00,2021-01-21 16:53:00
C006539,2014-02-18 22:34:00,2021-01-07 02:06:00
C006661,2014-02-09 00:53:00,2021-01-21 10:09:00
C001430,2014-02-14 04:22:00,2021-01-09 17:36:00
C008555,2014-02-13 20:34:00,2021-01-18 12:55:00
C006295,2014-02-24 03:48:00,2020-11-16 05:50:00
C002278,2014-01-21 07:16:00,2021-01-15 07:03:00
C005092,2014-01-31 10:20:00,2021-01-18 07:44:00
C006436,2014-03-13 15:02:00,2020-11-27 21:13:00
C008265,2014-01-25 05:07:00,2020-11-25 21:10:00
C007372,2014-01-25 15:45:00,2020-12-31 09:20:00
C002284,2014-02-06 20:10:00,2020-12-30 16:20:00
C001191,2014-01-30 09:03:00,2020-12-30 18:11:00
C004306,2014-01-27 02:49:00,2020-11-29 21:49:00
C004461,2014-02-14 15:52:00,2020-12-17 11:55:00
C008900,2014-03-28 20:08:00,2021-01-18 16:52:00
C000586,2014-02-24 19:47:00,2020-12-26 08:55:00
C005220,2014-02-19 04:01:00,2021-01-19 07:49:00
C003208,2014-04-07 05:21:00,2020-12-21 02:49:00
C007178,2014-02-22 16:46:00,2020-12-01 17:22:00
C006782,2014-02-08 13:12:00,2020-12-27 08:20:00
C000309,2014-02-09 15:28:00,2021-01-13 08:18:00
C004819,2014-01-23 02:19:00,2020-12-19 05:05:00
C006474,2014-02-04 13:27:00,2021-01-01 04:03:00
C003135,2014-01-24 16:32:00,2021-01-02 16:35:00
C008631,2014-01-28 12:14:00,2020-12-07 10:44:00
C006732,2014-01-29 03:07:00,2020-10-17 13:55:00
C006188,2014-01-22 10:03:00,2021-01-16 03:14:00
C005231,2014-03-26 00:31:00,2020-12-30 05:27:00
C001044,2014-02-14 07:29:00,2020-12-30 13:38:00
C007512,2014-02-18 09:05:00,2021-01-07 20:29:00
C004237,2014-02-21 07:44:00,2020-12-30 12:41:00
C003260,2014-01-22 20:53:00,2021-01-08 06:18:00
C004739,2014-02-11 03:39:00,2020-12-23 02:02:00
C008256,2014-01-23 12:27:00,2021-01-17 09:01:00
C000542,2014-03-21 00:20:00,2021-01-05 13:09:00
C006719,2014-01-27 02:49:00,2020-12-31 12:52:00
C003184,2014-01-28 09:06:00,2020-12-12 02:19:00
C008028,2014-01-24 14:27:00,2020-12-30 10:25:00
C002585,2014-02-26 13:41:00,2020-12-21 02:49:00
C007680,2014-01-25 02:52:00,2021-01-21 06:32:00
C002009,2014-02-15 20:51:00,2021-01-13 23:35:00
C007756,2014-01-30 15:35:00,2021-01-18 13:15:00
C005293,2014-03-12 13:44:00,2021-01-22 11:35:00
C003767,2014-01-30 19:51:00,2021-01-06 20:10:00
C001622,2014-02-08 19:51:00,2021-01-21 16:44:00
C006037,2014-03-07 11:55:00,2020-12-19 07:31:00
C003958,2014-01-21 19:43:00,2020-11-22 14:06:00
C006682,2014-01-27 01:18:00,2020-09-12 05:59:00
C000378,2014-01-31 05:31:00,2021-01-21 17:54:00
C001219,2014-01-25 01:46:00,2021-01-16 10:24:00
C006867,2014-01-23 05:16:00,2020-12-01 04:00:00
C003331,2014-02-22 21:53:00,2021-01-10 02:06:00
C004408,2014-02-04 06:17:00,2021-01-09 23:35:00
C009019,2014-01-30 20:13:00,2020-12-26 07:55:00
C002212,2014-02-08 19:27:00,2020-11-23 23:05:00
C007613,2014-02-20 05:01:00,2021-01-18 00:43:00
C006744,2014-01-20 14:07:00,2021-01-01 07:59:00
C001965,2014-01-26 18:15:00,2020-11-05 10:39:00
C007151,2014-02-13 20:34:00,2020-12-14 09:40:00
C005491,2014-01-30 10:22:00,2020-12-07 19:30:00
C008228,2014-01-24 15:43:00,2020-12-18 18:06:00
C001592,2014-02-24 08:36:00,2020-12-22 14:16:00
C000843,2014-03-25 16:41:00,2021-01-21 19:05:00
C008085,2014-02-18 20:21:00,2021-01-19 19:06:00
C001985,2014-01-25 03:14:00,2021-01-11 15:16:00
C001414,2014-02-12 08:54:00,2021-01-15 08:07:00
C008740,2014-03-07 15:37:00,2020-12-08 03:31:00
C005340,2014-01-21 03:21:00,2021-01-15 07:03:00
C004296,2014-01-25 10:12:00,2021-01-04 19:51:00
C004435,2014-04-28 06:15:00,2020-12-27 23:04:00
C002476,2014-01-24 00:08:00,2021-01-08 22:23:00
C000656,2014-02-21 16:16:00,2021-01-16 02:24:00
C007268,2014-04-25 19:30:00,2021-01-08 14:10:00
C001175,2014-02-22 10:39:00,2020-12-10 01:18:00
C001153,2014-01-24 01:22:00,2020-11-23 13:04:00
C000985,2014-01-25 10:12:00,2020-12-13 04:50:00
C005327,2014-01-28 06:20:00,2020-12-04 10:15:00
C008471,2014-01-24 05:34:00,2021-01-11 08:21:00
C002184,2014-02-17 21:01:00,2021-01-09 19:48:00
C003986,2014-01-25 18:11:00,2021-01-09 05:48:00
C001287,2014-02-15 18:27:00,2021-01-17 08:01:00
C007359,2014-01-24 00:21:00,2021-01-13 18:41:00
C007990,2014-01-21 15:53:00,2021-01-06 08:08:00
C005016,2014-01-31 10:46:00,2021-01-14 22:32:00
C001307,2014-02-12 20:17:00,2020-12-02 12:10:00
C004376,2014-01-22 13:12:00,2021-01-10 01:56:00
C007317,2014-02-22 08:18:00,2021-01-13 05:05:00
C008943,2014-02-02 21:23:00,2020-09-27 22:47:00
C004862,2014-03-14 23:05:00,2020-12-12 20:39:00
C008529,2014-01-30 21:12:00,2021-01-22 17:02:00
C003523,2014-01-31 03:22:00,2020-12-05 06:17:00
C009008,2014-02-14 21:44:00,2020-12-13 18:30:00
C003585,2014-01-29 03:14:00,2020-12-30 18:45:00
C000177,2014-02-09 01:32:00,2021-01-15 03:32:00
C004837,2014-01-24 03:39:00,2020-12-03 18:53:00
C002512,2014-03-16 14:08:00,2021-01-21 12:50:00
C006803,2014-02-13 09:22:00,2021-01-20 04:06:00
C007401,2014-02-06 20:05:00,2021-01-15 00:46:00
C002891,2014-01-20 20:57:00,2021-01-07 21:31:00
C000107,2014-02-09 10:56:00,2021-01-22 08:13:00
C003323,2014-01-28 07:50:00,2020-12-24 13:32:00
C003092,2014-01-24 04:12:00,2020-12-08 10:51:00
C001274,2014-02-04 19:51:00,2021-01-17 20:59:00
C004055,2014-01-21 18:42:00,2020-12-06 20:44:00
C002996,2014-01-28 01:27:00,2021-01-20 03:30:00
C005247,2014-01-26 20:49:00,2020-11-22 23:15:00
C000371,2014-02-20 19:14:00,2021-01-15 11:47:00
C006722,2014-02-02 13:38:00,2020-09-27 20:58:00
C006554,2014-02-23 07:19:00,2020-12-20 23:24:00
C004263,2014-02-22 11:41:00,2021-01-16 09:37:00
C003717,2014-03-16 16:35:00,2021-01-21 06:30:00
C000241,2014-02-28 01:34:00,2021-01-12 09:04:00
C001910,2014-03-04 23:14:00,2020-12-26 03:20:00
C001514,2014-01-21 12:53:00,2021-01-11 08:21:00
C001106,2014-01-28 15:46:00,2020-12-27 01:30:00
C000967,2014-01-21 22:05:00,2021-01-19 18:02:00
C004640,2014-02-12 05:33:00,2021-01-14 22:06:00
C002745,2014-01-23 00:03:00,2021-01-11 02:35:00
C007656,2014-01-24 21:58:00,2021-01-16 05:35:00
C007887,2014-02-22 19:39:00,2021-01-16 06:36:00
C008328,2014-01-29 22:07:00,2021-01-19 00:21:00
C005998,2014-02-13 20:34:00,2021-01-05 19:43:00
C004046,2014-03-16 00:21:00,2020-12-30 12:19:00
C005911,2014-01-30 08:10:00,2021-01-22 03:28:00
C002830,2014-04-06 23:33:00,2021-01-01 12:11:00
C005624,2014-01-21 01:01:00,2021-01-18 01:02:00
C000267,2014-02-08 16:46:00,2021-01-07 05:10:00
C002682,2014-02-23 06:29:00,2021-01-01 21:05:00
C006398,2014-01-29 16:42:00,2020-11-29 20:43:00
C000619,2014-02-19 09:19:00,2020-12-28 05:44:00
C004930,2014-01-30 20:18:00,2020-12-31 02:02:00
C003787,2014-04-11 01:31:00,2020-11-14 07:15:00
C008644,2014-04-11 23:44:00,2021-01-18 15:36:00
C003978,2014-02-05 17:16:00,2021-01-16 10:13:00
C001810,2014-02-09 12:18:00,2020-11-23 14:45:00
C004632,2014-01-28 06:17:00,2020-12-29 11:35:00
C008805,2014-01-26 15:57:00,2020-11-28 11:48:00
C002579,2014-02-04 20:31:00,2020-12-30 00:17:00
C005738,2014-01-23 14:34:00,2021-01-10 00:29:00
C004025,2014-01-31 16:09:00,2021-01-04 20:14:00
C000991,2014-01-25 08:47:00,2021-01-22 14:40:00
C007843,2014-01-23 04:25:00,2020-12-23 20:52:00
C008611,2014-05-30 09:09:00,2021-01-13 22:06:00
C005655,2014-01-26 00:39:00,2021-01-02 19:53:00
C003847,2014-01-22 03:14:00,2020-12-24 15:05:00
C006260,2014-01-21 14:26:00,2021-01-17 02:02:00
C006021,2014-02-15 04:14:00,2020-12-27 14:14:00
C000014,2014-01-30 20:18:00,2020-12-12 04:40:00
C005787,2014-02-21 04:03:00,2021-01-08 05:16:00
C007345,2014-03-08 18:26:00,2021-01-15 05:09:00
C000715,2014-01-31 08:43:00,2020-12-25 07:50:00
C002822,2014-02-06 03:16:00,2020-12-12 13:36:00
C006947,2014-02-15 15:11:00,2020-12-24 07:32:00
C006134,2014-01-21 16:51:00,2021-01-13 10:18:00
C003179,2014-04-04 00:16:00,2020-12-13 22:26:00
C001053,2014-01-28 11:31:00,2021-01-17 18:59:00
C007594,2014-02-10 14:57:00,2021-01-14 14:39:00
C004099,2014-03-05 07:05:00,2020-12-15 00:00:00
C003164,2014-01-24 00:21:00,2021-01-03 11:55:00
C003250,2014-03-01 16:08:00,2020-11-09 04:08:00
C008346,2014-02-13 20:12:00,2020-11-05 04:45:00
C008276,2014-01-30 20:17:00,2020-12-25 06:11:00
C004314,2014-03-21 16:31:00,2021-01-09 10:39:00
C003924,2014-04-12 20:28:00,2020-12-15 14:46:00
C001975,2014-01-28 22:28:00,2021-01-10 02:17:00
C001297,2014-01-24 07:09:00,2021-01-19 17:26:00
C004242,2014-01-30 19:27:00,2021-01-22 00:22:00
C007306,2014-02-04 20:31:00,2021-01-12 18:15:00
C007114,2014-03-01 09:19:00,2021-01-15 05:29:00
C004120,2014-02-10 21:50:00,2021-01-03 20:55:00
C006103,2014-01-29 03:49:00,2020-12-14 08:38:00
C008381,2014-03-13 22:47:00,2021-01-16 15:13:00
C006908,2014-03-11 21:56:00,2021-01-08 16:37:00
C002464,2014-03-06 06:28:00,2021-01-02 23:22:00
C005514,2014-02-13 10:13:00,2020-12-16 15:52:00
C006236,2014-01-28 00:36:00,2021-01-06 19:57:00
C000901,2014-03-19 10:01:00,2020-12-24 13:37:00
C005369,2014-02-06 06:49:00,2021-01-04 09:17:00
C006287,2014-02-10 10:20:00,2020-12-01 14:59:00
C005354,2014-02-02 09:59:00,2021-01-15 21:38:00
C008595,2014-02-15 03:17:00,2020-12-22 14:17:00
C005250,2014-01-20 14:06:00,2020-11-15 08:07:00
C004666,2014-02-05 09:27:00,2021-01-21 02:08:00
C000361,2014-01-22 03:00:00,2020-12-29 11:28:00
C003385,2014-03-30 23:50:00,2021-01-19 17:26:00
C006998,2014-01-25 04:58:00,2021-01-20 21:21:00
C006547,2014-01-25 03:31:00,2021-01-16 02:42:00
C008992,2014-02-06 13:52:00,2021-01-08 11:56:00
C006125,2014-02-05 18:34:00,2021-01-17 17:23:00
C005151,2014-02-12 16:47:00,2021-01-08 16:37:00
C006570,2014-02-03 23:12:00,2021-01-05 04:37:00
C007525,2014-02-16 01:39:00,2020-11-29 21:14:00
C007958,2014-04-17 00:35:00,2021-01-15 13:10:00
C009026,2014-02-05 17:16:00,2021-01-19 07:49:00
C007329,2014-02-01 09:41:00,2020-12-10 22:58:00
C000655,2014-02-12 02:48:00,2021-01-05 10:05:00
C002094,2014-04-16 22:50:00,2020-12-22 23:37:00
C000812,2014-03-31 23:08:00,2021-01-15 16:33:00
C008499,2014-03-29 08:43:00,2021-01-08 23:05:00
C001451,2014-02-02 09:00:00,2021-01-14 16:42:00
C005321,2014-02-19 04:01:00,2020-11-03 03:54:00
C004538,2014-02-21 06:14:00,2020-10-31 19:32:00
C005322,2014-01-30 16:52:00,2021-01-21 19:12:00
C003199,2014-01-28 06:11:00,2020-12-20 21:01:00
C002544,2014-01-31 14:27:00,2021-01-14 02:03:00
C003524,2014-01-23 23:44:00,2020-12-26 15:32:00
C001555,2014-01-22 03:14:00,2020-12-10 11:02:00
C007627,2014-03-28 04:51:00,2020-09-03 22:35:00
C004241,2014-02-12 21:08:00,2021-01-13 14:15:00
C005983,2014-02-01 01:31:00,2020-11-25 17:47:00
C006583,2014-02-08 05:56:00,2020-12-06 23:38:00
C003234,2014-01-28 01:27:00,2020-12-27 22:25:00
C002949,2014-02-04 08:41:00,2020-11-10 10:53:00
C003418,2014-02-13 13:16:00,2021-01-01 08:17:00
C004573,2014-01-22 21:28:00,2021-01-19 06:35:00
C008474,2014-02-06 06:49:00,2021-01-17 12:15:00
C000645,2014-01-21 12:53:00,2021-01-11 04:55:00
C001535,2014-01-27 22:32:00,2021-01-01 10:27:00
C007777,2014-06-25 13:40:00,2020-12-21 05:33:00
C000270,2014-03-03 04:09:00,2020-12-19 14:59:00
C003409,2014-04-10 21:27:00,2020-11-13 22:50:00
C002200,2014-02-16 15:39:00,2020-11-26 05:05:00
C003834,2014-02-01 01:59:00,2021-01-13 19:21:00
C007671,2014-02-06 06:49:00,2021-01-06 03:54:00
C001863,2014-02-22 05:12:00,2020-12-22 22:22:00
C001476,2014-02-04 23:14:00,2020-12-31 10:21:00
C004490,2014-01-30 03:53:00,2020-12-31 00:59:00
C005508,2014-02-24 15:29:00,2021-01-20 04:26:00
C007991,2014-02-05 15:44:00,2021-01-18 12:55:00
C004480,2014-02-20 05:01:00,2021-01-12 00:33:00
C001890,2014-04-19 22:50:00,2021-01-14 05:51:00
C002372,2014-02-10 06:12:00,2020-12-26 08:57:00
C004688,2014-01-31 01:55:00,2021-01-12 14:29:00
C006743,2014-02-05 17:16:00,2021-01-18 22:52:00
C007939,2014-02-25 01:05:00,2021-01-13 15:34:00
C000595,2014-02-07 12:51:00,2021-01-01 08:17:00
C002710,2014-02-27 08:09:00,2020-12-30 13:38:00
C002010,2014-04-05 18:43:00,2021-01-03 09:06:00
C006592,2014-02-02 03:23:00,2021-01-22 03:14:00
C006986,2014-01-25 09:17:00,2021-01-07 21:07:00
C007996,2014-01-20 14:06:00,2020-12-19 14:59:00
C001315,2014-01-31 08:43:00,2020-09-16 11:35:00
C002997,2014-02-03 13:05:00,2021-01-17 18:59:00
C006612,2014-02-01 23:31:00,2020-11-23 06:03:00
C002882,2014-02-22 07:31:00,2021-01-09 09:07:00
C002529,2014-02-20 13:33:00,2021-01-03 15:56:00
C001597,2014-01-27 11:56:00,2020-11-19 11:52:00
C006157,2014-02-14 14:02:00,2021-01-17 20:31:00
C008284,2014-01-21 17:22:00,2020-12-06 23:20:00
C004100,2014-01-22 04:37:00,2021-01-20 04:33:00
C003822,2014-02-15 21:44:00,2020-12-18 11:24:00
C000172,2014-02-10 05:29:00,2021-01-19 23:40:00
C003654,2014-02-03 11:02:00,2020-12-30 18:41:00
C007330,2014-01-22 02:28:00,2021-01-14 02:19:00
C004546,2014-02-02 22:48:00,2020-12-17 09:27:00
C008526,2014-01-24 00:27:00,2021-01-16 10:44:00
C000902,2014-02-01 15:53:00,2020-12-22 20:40:00
C008614,2014-01-20 18:10:00,2020-12-25 15:19:00
C008728,2014-01-21 12:25:00,2021-01-17 16:06:00
C008626,2014-01-21 19:35:00,2020-10-28 17:57:00
C000453,2014-02-24 12:50:00,2020-12-26 07:33:00
C000003,2014-01-24 01:22:00,2020-11-02 22:31:00
C003941,2014-02-01 05:21:00,2021-01-10 03:38:00
C004163,2014-02-05 01:21:00,2021-01-02 21:22:00
C001727,2014-01-20 15:25:00,2021-01-20 23:00:00
C000013,2014-03-12 10:03:00,2020-11-09 04:22:00
C008428,2014-02-04 19:26:00,2020-12-16 03:25:00
C008694,2014-01-26 15:51:00,2020-12-31 14:10:00
C001200,2014-03-17 16:49:00,2021-01-15 21:38:00
C004132,2014-02-01 02:31:00,2021-01-05 03:50:00
C006833,2014-03-05 08:00:00,2021-01-23 02:18:00
C004039,2014-03-07 21:50:00,2020-09-10 14:26:00
C008141,2014-04-26 02:56:00,2021-01-15 18:37:00
C005400,2014-02-07 15:12:00,2021-01-12 00:21:00
C007884,2014-01-30 04:38:00,2020-12-29 22:12:00
C000391,2014-02-01 05:17:00,2021-01-08 02:16:00
C007896,2014-02-05 18:34:00,2020-12-25 03:25:00
C006135,2014-02-05 03:20:00,2020-11-27 06:20:00
C009154,2014-02-17 02:59:00,2020-12-24 10:45:00
C001189,2014-01-25 06:38:00,2020-12-29 20:56:00
C000316,2014-02-06 02:06:00,2021-01-18 21:01:00
C006629,2014-02-26 01:28:00,2021-01-15 21:28:00
C006026,2014-02-16 16:36:00,2020-12-12 13:48:00
C006283,2014-01-23 11:47:00,2020-12-01 20:52:00
C002879,2014-02-08 19:51:00,2021-01-23 04:01:00
C004890,2014-01-20 18:10:00,2021-01-20 19:44:00
C006358,2014-01-25 23:51:00,2020-12-23 23:20:00
C004556,2014-02-03 11:02:00,2021-01-22 10:31:00
C009140,2014-01-26 22:56:00,2021-01-20 03:30:00
C002467,2014-01-21 13:07:00,2021-01-06 16:39:00
C008384,2014-01-21 09:34:00,2021-01-23 01:44:00
C001335,2014-01-20 14:06:00,2020-09-07 12:04:00
C005471,2014-02-28 22:21:00,2021-01-22 16:36:00
C001082,2014-01-31 09:35:00,2020-12-30 23:47:00
C006652,2014-01-31 02:19:00,2021-01-16 03:31:00
C006462,2014-01-25 06:09:00,2020-12-19 21:50:00
C001679,2014-03-15 23:46:00,2020-12-01 01:57:00
C008390,2014-02-10 13:56:00,2020-12-03 09:35:00
C000259,2014-01-26 13:00:00,2021-01-04 11:57:00
C003221,2014-02-04 18:27:00,2021-01-07 14:09:00
C002102,2014-01-28 00:55:00,2021-01-10 19:09:00
C007234,2014-01-31 17:54:00,2020-10-20 06:19:00
C001213,2014-01-22 09:37:00,2021-01-14 16:42:00
C005041,2014-02-14 16:09:00,2020-12-23 02:11:00
C004210,2014-01-24 04:29:00,2021-01-21 04:38:00
C003161,2014-02-04 09:12:00,2021-01-16 12:33:00
C002705,2014-01-28 06:46:00,2020-12-22 14:12:00
C005567,2014-02-19 05:11:00,2021-01-11 06:02:00
C008686,2014-02-04 08:41:00,2021-01-15 14:17:00
C004049,2014-03-25 23:31:00,2021-01-17 05:36:00
C003921,2014-01-22 03:32:00,2020-12-13 21:07:00
C005011,2014-01-28 16:45:00,2020-12-14 17:41:00
C003376,2014-01-30 08:10:00,2021-01-19 04:31:00
C003563,2014-01-23 04:21:00,2021-01-23 01:31:00
C008448,2014-03-22 22:33:00,2020-11-08 02:24:00
C000113,2014-02-26 14:57:00,2021-01-21 18:29:00
C006828,2014-02-16 01:45:00,2021-01-19 20:36:00
C000295,2014-02-27 19:23:00,2021-01-13 23:59:00
C008322,2014-01-25 08:47:00,2021-01-09 00:02:00
C003382,2014-03-07 06:58:00,2021-01-17 14:56:00
C007506,2014-02-22 23:36:00,2020-12-04 06:15:00
C003069,2014-01-25 04:29:00,2020-12-30 11:51:00
C008554,2014-02-01 13:34:00,2021-01-09 19:34:00
C008364,2014-02-26 15:21:00,2020-12-05 10:41:00
C007472,2014-01-26 03:21:00,2021-01-18 13:15:00
C005108,2014-02-05 22:41:00,2020-12-23 23:35:00
C004522,2014-02-06 03:07:00,2021-01-22 19:57:00
C002384,2014-03-31 14:48:00,2020-12-18 07:12:00
C002741,2014-02-18 16:50:00,2021-01-17 16:06:00
C003599,2014-01-27 21:07:00,2020-11-01 04:31:00
C000667,2014-02-26 19:35:00,2020-11-17 15:58:00
C005616,2014-02-04 21:58:00,2020-12-26 13:57:00
C004627,2014-01-24 00:04:00,2020-11-25 16:07:00
C005843,2014-01-25 19:35:00,2020-10-19 14:19:00
C002498,2014-02-02 22:15:00,2021-01-13 11:00:00
C007664,2014-04-19 08:02:00,2021-01-13 22:00:00
C005679,2014-02-05 02:32:00,2021-01-18 22:58:00
C005768,2014-03-19 09:06:00,2021-01-19 16:04:00
C005747,2014-01-20 22:52:00,2020-12-21 23:09:00
C006605,2014-02-06 03:48:00,2020-12-31 12:52:00
C000555,2014-01-28 15:14:00,2021-01-23 04:01:00
C004532,2014-03-08 02:58:00,2020-12-31 18:44:00
C008752,2014-01-26 15:46:00,2021-01-19 17:09:00
C001977,2014-02-02 02:35:00,2020-12-30 04:44:00
C001570,2014-02-04 22:24:00,2021-01-22 03:28:00
C007412,2014-02-21 10:16:00,2021-01-22 18:52:00
C001729,2014-02-07 08:03:00,2021-01-05 09:24:00
C002500,2014-02-12 02:26:00,2021-01-23 04:01:00
C001449,2014-02-25 01:05:00,2020-12-24 21:11:00
C001407,2014-04-13 05:44:00,2021-01-01 10:27:00
C008855,2014-02-04 06:45:00,2021-01-08 22:43:00
C006146,2014-02-04 16:11:00,2020-12-24 01:17:00
C001954,2014-03-16 02:17:00,2021-01-14 12:05:00
C003996,2014-01-29 17:31:00,2021-01-20 06:56:00
C008742,2014-01-28 11:10:00,2021-01-14 14:43:00
C008009,2014-02-20 02:54:00,2020-11-11 01:49:00
C004254,2014-02-16 05:57:00,2021-01-03 01:14:00
C005538,2014-02-03 17:45:00,2020-12-12 21:32:00
C001756,2014-01-21 20:43:00,2021-01-22 16:36:00
C006636,2014-02-19 12:49:00,2020-12-26 14:31:00
C001633,2014-01-25 16:18:00,2021-01-01 11:59:00
C001613,2014-01-27 05:10:00,2021-01-07 23:58:00
C003743,2014-02-11 11:57:00,2020-12-27 01:30:00
C007611,2014-02-21 08:16:00,2021-01-18 17:18:00
C005671,2014-02-01 04:05:00,2020-12-24 10:45:00
C000400,2014-02-03 10:26:00,2020-12-25 18:10:00
C003973,2014-01-20 17:40:00,2020-12-22 22:22:00
C004691,2014-02-21 18:18:00,2021-01-10 01:58:00
C005854,2014-01-29 07:05:00,2020-12-15 10:36:00
C003634,2014-01-24 02:09:00,2020-12-19 22:07:00
C001093,2014-01-21 09:34:00,2020-12-24 05:04:00
C002403,2014-02-12 16:18:00,2021-01-22 17:02:00
C005914,2014-02-02 09:00:00,2020-11-08 03:35:00
